,tag_header,tag_para,tag_formatting,word_count,interacting_span_tag,relative_x_coord,relative_y_coord,relative_listings,relative_hyperlinks,tag_img,src_img_interaction,red_flag_class,tag_table,relative_table_elements,height_width_diff,name,attrs
10851,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,div,[]
10852,NO,NO,NO,81,NO,0,0,0.345679012,0.345679012,NO,NO,NO,NO,0.024691358,0,tr,[]
10853,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,th,"['row', ['navbox-group'], 'width:1%']"
10854,NO,NO,NO,80,NO,0,0,0.35,0.35,NO,NO,NO,NO,0,0,td,"[['navbox-list', 'navbox-even'], 'text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px']"
10855,NO,NO,NO,80,NO,0,0,0.35,0.35,NO,NO,NO,NO,0,0,div,['padding:0em 0.25em']
10856,NO,NO,NO,80,NO,0,0,0.35,0.35,NO,NO,NO,NO,0,0,ul,[]
10857,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
10858,NO,NO,YES,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,i,[]
10859,NO,NO,NO,4,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/All_the_Rivers_Run', 'All the Rivers Run']"
10860,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10861,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10862,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Angels_in_America_(miniseries)', 'Angels in America (miniseries)']"
10863,NO,NO,NO,6,NO,0,0,0,0.166666667,NO,NO,NO,NO,0,0,li,[]
10864,NO,NO,YES,6,NO,0,0,0,0.166666667,NO,NO,NO,NO,0,0,i,[]
10865,NO,NO,NO,6,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Assume_the_Position_with_Mr._Wuhl', 'Assume the Position with Mr. Wuhl']"
10866,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10867,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10868,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Band_of_Brothers_(miniseries)', 'Band of Brothers (miniseries)']"
10869,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10870,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10871,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/The_Casual_Vacancy_(miniseries)', 'The Casual Vacancy (miniseries)']"
10872,NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,li,[]
10873,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
10874,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Chernobyl_(miniseries)', 'Chernobyl (miniseries)']"
10875,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10876,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10877,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/The_Corner', 'The Corner']"
10878,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10879,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10880,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Elizabeth_I_(2005_miniseries)', 'Elizabeth I (2005 miniseries)']"
10881,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10882,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10883,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Empire_Falls_(miniseries)', 'Empire Falls (miniseries)']"
10884,NO,NO,NO,6,NO,0,0,0,0.166666667,NO,NO,NO,NO,0,0,li,[]
10885,NO,NO,YES,6,NO,0,0,0,0.166666667,NO,NO,NO,NO,0,0,i,[]
10886,NO,NO,NO,6,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/From_the_Earth_to_the_Moon_(miniseries)', 'From the Earth to the Moon (miniseries)']"
10887,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
10888,NO,NO,YES,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,i,[]
10889,NO,NO,NO,4,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Foo_Fighters:_Sonic_Highways', 'Foo Fighters: Sonic Highways']"
10890,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10891,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10892,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Generation_Kill_(miniseries)', 'Generation Kill (miniseries)']"
10893,NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,li,[]
10894,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
10895,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Gunpowder_(TV_series)', 'Gunpowder (TV series)']"
10896,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10897,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10898,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/House_of_Saddam', 'House of Saddam']"
10899,NO,NO,NO,9,NO,0,0,0,0.111111111,NO,NO,NO,NO,0,0,li,[]
10900,NO,NO,YES,9,NO,0,0,0,0.111111111,NO,NO,NO,NO,0,0,i,[]
10901,NO,NO,NO,9,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/The_Jinx_(miniseries)', 'The Jinx (miniseries)']"
10902,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10903,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10904,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/John_Adams_(miniseries)', 'John Adams (miniseries)']"
10905,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10906,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10907,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Laurel_Avenue', 'Laurel Avenue']"
10908,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10909,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10910,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Mildred_Pierce_(miniseries)', 'Mildred Pierce (miniseries)']"
10911,NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,li,[]
10912,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
10913,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Mosaic_(murder_mystery)', 'Mosaic (murder mystery)']"
10914,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10915,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10916,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/The_Night_Of', 'The Night Of']"
10917,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10918,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10919,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Olive_Kitteridge_(miniseries)', 'Olive Kitteridge (miniseries)']"
10920,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10921,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10922,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/The_Pacific_(miniseries)', 'The Pacific (miniseries)']"
10923,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10924,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10925,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Parade%27s_End_(TV_series)', ""Parade's End (TV series)""]"
10926,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10927,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10928,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/The_Seekers_(miniseries)', 'The Seekers (miniseries)']"
10929,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10930,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10931,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Sharp_Objects_(miniseries)', 'Sharp Objects (miniseries)']"
10932,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
10933,NO,NO,YES,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,i,[]
10934,NO,NO,NO,4,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Show_Me_a_Hero', 'Show Me a Hero']"
10935,NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,li,[]
10936,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10937,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Tanner_%2788', ""Tanner '88""]"
10938,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10939,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10940,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/The_Young_Pope', 'The Young Pope']"
10941,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,div,[]
10942,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,div,[]
10943,NO,NO,NO,217,NO,0,0,0.239631336,0.239631336,NO,NO,NO,NO,0.050691244,0,tr,[]
10944,NO,NO,NO,217,NO,0,0,0.239631336,0.239631336,NO,NO,NO,NO,0.046082949,0,td,"['2', ['navbox-list', 'navbox-odd'], 'width:100%;padding:0px']"
10945,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,div,['padding:0em 0.25em']
10946,NO,NO,NO,217,NO,0,0,0.239631336,0.239631336,NO,NO,NO,YES,0.046082949,0,table,"[['nowraplinks', 'collapsible', 'collapsed', 'navbox-subgroup'], 'border-spacing:0']"
10947,NO,NO,NO,217,NO,0,0,0.239631336,0.239631336,NO,NO,NO,YES,0.046082949,0,tbody,[]
10948,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0.333333333,0,tr,[]
10949,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,th,"['col', ['navbox-title'], '2']"
10950,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,div,"['Current_and_upcoming', 'font-size:114%;margin:0 4em']"
10951,NO,NO,NO,215,NO,0,0,0.241860465,0.241860465,NO,NO,NO,NO,0.03255814,0,tr,[]
10952,NO,NO,NO,215,NO,0,0,0.241860465,0.241860465,NO,NO,NO,NO,0.027906977,0,td,"['2', ['navbox-list', 'navbox-odd'], 'width:100%;padding:0px']"
10953,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,div,['padding:0em 0.25em']
10954,NO,NO,NO,215,NO,0,0,0.241860465,0.241860465,NO,NO,NO,YES,0.027906977,0,table,"[['nowraplinks', 'navbox-subgroup'], 'border-spacing:0']"
10955,NO,NO,NO,215,NO,0,0,0.241860465,0.241860465,NO,NO,NO,YES,0.027906977,0,tbody,[]
10956,NO,NO,NO,136,NO,0,0,0.227941176,0.227941176,NO,NO,NO,NO,0.014705882,0,tr,[]
10957,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,th,"['row', ['navbox-group'], 'width:1%']"
10958,NO,NO,NO,135,NO,0,0,0.22962963,0.22962963,NO,NO,NO,NO,0,0,td,"[['navbox-list', 'navbox-odd'], 'text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px']"
10959,NO,NO,NO,135,NO,0,0,0.22962963,0.22962963,NO,NO,NO,NO,0,0,div,['padding:0em 0.25em']
10960,NO,NO,NO,135,NO,0,0,0.22962963,0.22962963,NO,NO,NO,NO,0,0,ul,[]
10961,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,li,[]
10962,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,span,[['nowrap']]
10963,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10964,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/All_Def_Comedy', 'All Def Comedy']"
10965,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10966,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,span,[['nowrap']]
10967,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
10968,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Ballers', 'Ballers']"
10969,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10970,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,span,[['nowrap']]
10971,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
10972,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Barry_(TV_series)', 'Barry (TV series)']"
10973,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,li,[]
10974,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,span,[['nowrap']]
10975,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10976,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Big_Little_Lies_(TV_series)', 'Big Little Lies (TV series)']"
10977,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,li,[]
10978,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,span,[['nowrap']]
10979,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10980,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Curb_Your_Enthusiasm', 'Curb Your Enthusiasm']"
10981,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
10982,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
10983,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
10984,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/The_Deuce_(TV_series)', 'The Deuce (TV series)']"
10985,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10986,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,span,[['nowrap']]
10987,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
10988,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Divorce_(TV_series)', 'Divorce (TV series)']"
10989,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,li,[]
10990,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,span,[['nowrap']]
10991,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
10992,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Esme_%26_Roy', 'Esme & Roy']"
10993,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
10994,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,span,[['nowrap']]
10995,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
10996,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Euphoria_(American_TV_series)', 'Euphoria (American TV series)']"
10997,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
10998,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
10999,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
11000,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Gentleman_Jack_(TV_series)', 'Gentleman Jack (TV series)']"
11001,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
11002,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
11003,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
11004,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Hard_Knocks_(TV_series)', 'Hard Knocks (TV series)']"
11005,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
11006,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
11007,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
11008,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/High_Maintenance', 'High Maintenance']"
11009,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
11010,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,span,[['nowrap']]
11011,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
11012,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Insecure_(TV_series)', 'Insecure (TV series)']"
11013,NO,NO,NO,8,NO,0,0,0,0.125,NO,NO,NO,NO,0,0,li,[]
11014,NO,NO,NO,8,NO,0,0,0,0.125,NO,NO,NO,NO,0,0,span,[['nowrap']]
11015,NO,NO,YES,6,NO,0,0,0,0.166666667,NO,NO,NO,NO,0,0,i,[]
11016,NO,NO,NO,6,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Last_Week_Tonight_with_John_Oliver', 'Last Week Tonight with John Oliver']"
11017,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
11018,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
11019,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
11020,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Los_Espookys', 'Los Espookys']"
11021,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,li,[]
11022,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,span,[['nowrap']]
11023,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
11024,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/My_Brilliant_Friend_(TV_series)', 'My Brilliant Friend (TV series)']"
11025,NO,NO,NO,6,NO,0,0,0,0.166666667,NO,NO,NO,NO,0,0,li,[]
11026,NO,NO,NO,6,NO,0,0,0,0.166666667,NO,NO,NO,NO,0,0,span,[['nowrap']]
11027,NO,NO,YES,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,i,[]
11028,NO,NO,NO,4,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Random_Acts_of_Flyness', 'Random Acts of Flyness']"
11029,NO,NO,NO,7,NO,0,0,0,0.142857143,NO,NO,NO,NO,0,0,li,[]
11030,NO,NO,NO,7,NO,0,0,0,0.142857143,NO,NO,NO,NO,0,0,span,[['nowrap']]
11031,NO,NO,YES,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,i,[]
11032,NO,NO,NO,5,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Real_Sports_with_Bryant_Gumbel', 'Real Sports with Bryant Gumbel']"
11033,NO,NO,NO,7,NO,0,0,0,0.142857143,NO,NO,NO,NO,0,0,li,[]
11034,NO,NO,NO,7,NO,0,0,0,0.142857143,NO,NO,NO,NO,0,0,span,[['nowrap']]
11035,NO,NO,YES,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,i,[]
11036,NO,NO,NO,5,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Real_Time_with_Bill_Maher', 'Real Time with Bill Maher']"
11037,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
11038,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
11039,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
11040,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Room_104', 'Room 104']"
11041,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
11042,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,span,[['nowrap']]
11043,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
11044,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Sally4Ever', 'Sally4Ever']"
11045,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
11046,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
11047,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
11048,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Sesame_Street', 'Sesame Street']"
11049,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
11050,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
11051,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
11052,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/The_Shop', 'The Shop']"
11053,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
11054,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
11055,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
11056,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Silicon_Valley_(TV_series)', 'Silicon Valley (TV series)']"
11057,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
11058,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,span,[['nowrap']]
11059,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
11060,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Succession_(TV_series)', 'Succession (TV series)']"
11061,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,li,[]
11062,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,span,[['nowrap']]
11063,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
11064,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Tracey_Ullman%27s_Show', ""Tracey Ullman's Show""]"
11065,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,li,[]
11066,NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,0,0,span,[['nowrap']]
11067,NO,NO,YES,2,NO,0,0,0,0.5,NO,NO,NO,NO,0,0,i,[]
11068,NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/True_Detective', 'True Detective']"
11069,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
11070,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,span,[['nowrap']]
11071,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
11072,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Vice_(TV_series)', 'Vice (TV series)']"
11073,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,li,[]
11074,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,span,[['nowrap']]
11075,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
11076,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Vice_News_Tonight', 'Vice News Tonight']"
11077,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,li,[]
11078,NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,span,[['nowrap']]
11079,NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,0,0,i,[]
11080,NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Westworld_(TV_series)', 'Westworld (TV series)']"
11081,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,li,[]
11082,NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,0,0,span,[['nowrap']]
11083,NO,NO,YES,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,0,0,i,[]
11084,NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,0,0,a,"['/wiki/Years_and_Years_(TV_series)', 'Years and Years (TV series)']"
11085,NO,NO,NO,79,NO,0,0,0.265822785,0.265822785,NO,NO,NO,NO,0.025316456,0,tr,[]
